dataset,pipeline,runtime_pct_improvement,cost_pct_improvement,quality_pct_change
small_dataset,pipeline_a,-0.9084323123342668,-3.700903247408315,-0.02089668240787823
small_dataset,pipeline_b,43.26598046741712,8.334428724722992,-1.425644615286581
small_dataset,pipeline_c,37.292499019902834,-9.81673461288656,-0.587682289150282
medium_dataset,pipeline_a,25.50717193606354,14.038271327470522,-0.6560964847709516
medium_dataset,pipeline_b,29.56603722401222,12.60574547192152,-0.5150734123131606
medium_dataset,pipeline_c,32.62990251357344,23.870613155450883,-0.7765370607295208
large_dataset,pipeline_a,3.8019653584374784,12.731549857661756,-0.9224443343217925
large_dataset,pipeline_b,9.656399527729155,14.39682615157722,-1.6691744849378964
large_dataset,pipeline_c,-42.17772436954031,-10.594590224673073,0.6089660480140591
